"HUNDENAME","GEBURTSJAHR_HUND","GESCHLECHT_HUND"
"Mala von der Brausmatt",2014,"w"
"Malakiki",2014,"w"
"Malbec",2020,"m"
"Mali",2014,"w"
"Mali",2009,"m"
"Mali",2020,"w"
"Mali",2018,"w"
"Mali von den Glücksbringer",2018,"m"
"Malia",2017,"w"
"Malik",2015,"m"
"Malik",2015,"m"
"Malina",2012,"w"
"Malinka",2020,"w"
"Malinka",2009,"w"
"Malisa",2016,"m"
"Malmo",2018,"m"
"Malna",2020,"w"
"Malo",2020,"m"
"Maloney",2009,"m"
"Malou",2020,"w"
"Malou",2020,"w"
"Malu",2019,"w"
"Malu",2017,"w"
"Maluna",2020,"w"
"Mamba",2014,"m"
"Mambo",2011,"m"
"Mambo",2013,"m"
"Mambo / Toto",2018,"m"
"Mamy",2012,"w"
"Man-Dara",2013,"w"
"Manau",2017,"w"
"Mandy",2012,"w"
"Mangana",2009,"w"
"Mango",2011,"w"
"Mango",2019,"m"
"Mango",2016,"m"
"Manni",2019,"m"
"Manola",2008,"w"
"Manor Lake Kiva",2016,"w"
"Mar",2015,"w"
"Mara",2007,"w"
"Mara",2016,"w"
"Mara",2016,"w"
"Mara",2008,"w"
"Mara",2018,"w"
"Marama",2007,"w"
"Marcel",2011,"m"
"Marci",2014,"m"
"Marco Polo (Harry)",2019,"m"
"Marcy",2012,"w"
"Margie (My little Margie)",2014,"w"
"Margot",2015,"w"
"Mariglen Lalique",2019,"w"
"Marla",2013,"w"
"Marley",2013,"m"
"Marley",2017,"m"
"Marley",2013,"m"
"Marley",2019,"m"
"Marley",2019,"m"
"Marley",2020,"m"
"Marley",2020,"m"
"Marley",2018,"w"
"Marley",2018,"m"
"Marley (Urmel vom Käpflesberg)",2012,"m"
"Marlow",2014,"m"
"Maro",2010,"m"
"Maroan",2015,"m"
"Marra (Zeta v. Grimmenstein)",2010,"w"
"Mars",2018,"m"
"Mars",2018,"m"
"Marshmallow",2020,"m"
"Marta",2019,"w"
"Marta",2018,"w"
"Marta (Lara)",2017,"w"
"Martin",2008,"m"
"Martin Mc Fly",2015,"m"
"Martita",2006,"w"
"Marty Mc Fly",2019,"m"
"Maru (Happy go Lucky)",2015,"w"
"Marusha",2017,"w"
"Marvin",2019,"m"
"Marvin",2019,"m"
"Mary",2018,"w"
"Mary",2007,"w"
"Mary",2016,"w"
"Mary",2018,"w"
"Mary Popins",2017,"w"
"Mary Poppins (Poppy)",2009,"w"
"Masa",2012,"w"
"Masa",2013,"w"
"Masa",2019,"w"
"Mascha",2009,"w"
"Mascha",2017,"w"
"Mascha",2017,"w"
"Mascha (Elena)",2017,"w"
"Mascotte",2020,"w"
"Masha",2018,"w"
"Masha",2015,"w"
"Mashaba's Bagira",2016,"w"
"Masito",2020,"m"
"Maspik",2014,"w"
"Massimo (Massimiliano)",2018,"m"
"Mathilda",2009,"w"
"Mathilda",2017,"w"
"Mathilda",2008,"w"
"Mathilde",2019,"w"
"Matilda",2015,"w"
"Matilda",2013,"w"
"Matko",2020,"m"
"Matteo",2009,"m"
"Matthias (Venado)",2006,"m"
"Matthos",2019,"m"
"Maui",2020,"w"
"Maui",2018,"m"
"Maui",2012,"w"
"Maui",2008,"w"
"Maurice",2020,"m"
"Maurice",2010,"m"
"Mavra",2010,"w"
"Max",2013,"m"
"Max",2010,"m"
"Max",2011,"m"
"Max",2011,"m"
"Max",2010,"m"
"Max",2007,"m"
"Max",2004,"m"
"Max",2008,"m"
"Max",2007,"m"
"Max",2010,"m"
"Max",2017,"m"
"Max",2015,"m"
"Max",2008,"m"
"Max",2019,"m"
"Max",2014,"m"
"Max",2019,"m"
"Max",2016,"m"
"Max",2018,"m"
"Max",2018,"m"
"Max",2013,"m"
"Max",2020,"m"
"Max",2020,"m"
"Max",2017,"m"
"Max",2011,"m"
"Max",2019,"m"
"Max",2018,"m"
"Max (Bandit Eiger Marmots)",2015,"m"
"Max (Finch Hatton Closeau)",2010,"m"
"Max (Hypo)",2016,"m"
"Max Loris",2020,"m"
"Max vom Weserland",2018,"m"
"Max-Louis",2013,"m"
"Maxi",2015,"w"
"Maxi",2004,"w"
"Maxi",2018,"m"
"Maxie",2009,"w"
"Maxim",2015,"m"
"Maxime",2018,"w"
"Maximilian Jensen",2015,"m"
"Maximiliano",2011,"m"
"Maximus",2011,"m"
"Maxine",2011,"w"
"Maxy Magic",2012,"m"
"May",2009,"w"
"May",2014,"w"
"May",2015,"w"
"Maya",2011,"w"
"Maya",2019,"w"
"Maya",2014,"w"
"Maya",2020,"w"
"Maya",11,"w"
"Maya",2020,"w"
"Maya",2019,"w"
"Maya",2020,"w"
"Maya",2007,"w"
"Maya",2008,"w"
"Maya",2013,"w"
"Maya",2016,"w"
"Maya",2013,"w"
"Maya",2015,"w"
"Maya",2019,"w"
"Maya",2013,"w"
"Maya",2015,"w"
"Maya",2015,"w"
"Maya",2014,"w"
"Maya (Mononoke)",2017,"w"
"Maya (Nobody)",2018,"w"
"Maya Taya",2016,"w"
"Mayara",2018,"w"
"Mayla",2014,"w"
"Maylo",2007,"m"
"Mazel",2009,"w"
"Mc Gee",2012,"m"
"Mc Leod's Dance With Luck",2011,"m"
"Mea",2013,"w"
"Medo",2012,"m"
"Medo",2017,"m"
"Meeko",2013,"m"
"Megghy",2016,"w"
"Meggi",2015,"w"
"Meggy",2018,"w"
"Meila",2018,"w"
"Meilo",2011,"m"
"Meimei",2015,"w"
"Meita",2014,"w"
"Mel (Firlefranz)",2015,"m"
"Mel Gomes",2016,"w"
"Mel de Andrade",2010,"w"
"Mela",2018,"w"
"Melba",2019,"w"
"Melba",2016,"w"
"Melezza River's Zahira",2017,"w"
"Mella",2020,"w"
"Melli",2014,"w"
"Mellon Frodo",2019,"m"
"Mellow",2015,"w"
"Melody",2020,"w"
"Melody",2015,"w"
"Melody",2015,"w"
"Melody of my heart",2014,"w"
"Melson",2016,"m"
"Memphis",2011,"m"
"Memphis A.S. vom Breitenberg",2020,"m"
"Mephisto",2014,"m"
"Mercury rising",2017,"m"
"Merino",2017,"m"
"Merkur",2007,"m"
"Merle Golden v. Schlossguet",2009,"w"
"Merlin",2008,"m"
"Merlin",2008,"m"
"Merlin",2006,"m"
"Merlin",2016,"m"
"Merlin",2017,"m"
"Merlin",2013,"m"
"Merlin",2016,"m"
"Merlin",2020,"m"
"Merlin",2010,"m"
"Merlino",2013,"m"
"Merlo",2014,"m"
"Merlot",2017,"m"
"Merly (Rocky)",2011,"m"
"Merlyn",2009,"m"
"Merquen",2011,"m"
"Meti",2012,"w"
"Mex",2006,"m"
"Mex",2014,"m"
"Mex von Herrenwis",2013,"m"
"Mia",2011,"w"
"Mia",2010,"w"
"Mia",2011,"w"
"Mia",2008,"w"
"Mia",2008,"w"
"Mia",2009,"w"
"Mia",2012,"w"
"Mia",2014,"w"
"Mia",2014,"w"
"Mia",2014,"w"
"Mia",2015,"w"
"Mia",2015,"w"
"Mia",2012,"w"
"Mia",2014,"w"
"Mia",2018,"w"
"Mia",2018,"w"
"Mia",2018,"w"
"Mia",2018,"w"
"Mia",2018,"w"
"Mia",2017,"w"
"Mia",2009,"w"
"Mia",2017,"w"
"Mia",2015,"w"
"Mia",2018,"w"
"Mia",2017,"w"
"Mia",2008,"w"
"Mia",2015,"w"
"Mia",2019,"w"
"Mia",2020,"w"
"Mia",2019,"w"
"Mia",2012,"w"
"Mia",2017,"w"
"Mia",2017,"w"
"Mia (Chica)",2018,"w"
"Mia (Vistador Glenisla)",2020,"w"
"Mia Boston",2016,"w"
"Mia-Minouche",2017,"w"
"Mica",2018,"m"
"Mica",2012,"w"
"Mica",2009,"w"
"Mica",2014,"w"
"Michelle",2007,"w"
"Michi",2018,"w"
"Michigammee",2011,"w"
"Mici",2013,"w"
"Mickey",2019,"m"
"Mickey",2012,"m"
"Mickey",2010,"m"
"Mickey",2006,"m"
"Mickey",2014,"m"
"Mickey",2017,"m"
"Mickey",2015,"m"
"Mickey",2017,"m"
"Micky",2012,"m"
"Micky",2005,"m"
"Micky",2011,"w"
"Micky",2013,"m"
"Micra",2013,"w"
"Midge",2018,"m"
"Miel",2012,"w"
"Migi",2010,"m"
"Migo",2018,"m"
"Miguita",2006,"w"
"Miigo",2010,"w"
"Mija",2018,"w"
"Mika",2020,"w"
"Mika",2016,"w"
"Mikah",2018,"w"
"Mike",2017,"m"
"Miki",2005,"m"
"Miki",2019,"m"
"Miki (Dzembi Tenshi)",2018,"w"
"Mikis",2008,"m"
"Miku",2017,"m"
"Miky",2012,"m"
"Mila",2020,"w"
"Mila",2017,"w"
"Mila",2020,"w"
"Mila",2016,"w"
"Mila",2020,"w"
"Mila",2012,"w"
"Mila",2018,"w"
"Mila",2013,"w"
"Mila",2014,"w"
"Mila",2013,"w"
"Mila",2020,"w"
"Mila",2010,"w"
"Mila",2019,"w"
"Mila",2010,"w"
"Mila",2016,"w"
"Mila",2017,"w"
"Mila",2020,"w"
"Mila",2017,"w"
"Mila (Ka-Ya-Bag Hi-lin Shari)",2012,"w"
"Mila (Milargo)",2007,"w"
"Mila (Tedina)",2015,"w"
"Milan Fox",2017,"m"
"Miles",2012,"m"
"Miles",2017,"w"
"Miles",2012,"m"
"Miles",2017,"m"
"Miles (Xerex)",2018,"m"
"Miles Davis",2020,"m"
"Mili",2015,"w"
"Mili",2013,"w"
"Mili",2017,"w"
"Milka",2004,"w"
"Milka",2011,"w"
"Milky",2010,"w"
"Milla",2016,"w"
"Millie",1974,"w"
"Millie",2020,"w"
"Millie",2013,"w"
"Millie",2011,"w"
"Millie",2008,"w"
"Millie",2008,"w"
"Millo",2015,"m"
"Millo",2018,"m"
"Millriver's Aphaia Anais",2016,"w"
"Millriver's Artemis",2016,"w"
"Milly",2016,"w"
"Milo",2006,"m"
"Milo",2007,"m"
"Milo",2008,"m"
"Milo",2010,"m"
"Milo",2016,"m"
"Milo",2014,"m"
"Milo",2014,"m"
"Milo",2013,"m"
"Milo",2014,"m"
"Milo",2013,"m"
"Milo",2014,"m"
"Milo",2011,"m"
"Milo",2008,"m"
"Milo",2016,"m"
"Milo",2015,"m"
"Milo",2016,"m"
"Milo",2020,"m"
"Milo",2018,"m"
"Milo",2020,"m"
"Milo",2014,"m"
"Milo",2018,"m"
"Milo",2019,"m"
"Milo",2013,"w"
"Milo",2019,"m"
"Milo",2018,"m"
"Milo",2018,"m"
"Milo (Romeo)",2016,"m"
"Milo (Spillo)",2019,"m"
"Milo (Tom)",2005,"m"
"Milo (Turbo de Syringa)",2018,"m"
"Milos",2015,"m"
"Milou",2008,"m"
"Milou",2020,"w"
"Milou",2016,"m"
"Milou",2009,"w"
"Milou (Angel)",2012,"m"
"Milou Giulia",2020,"w"
"Milow",2011,"m"
"Milow",2012,"m"
"Milow (Pogo)",2015,"m"
"Milpa",2014,"w"
"Milton",2019,"m"
"Milu",2016,"w"
"Milu",2011,"w"
"Milvi del tesoro d'oro",2014,"w"
"Mima",2009,"w"
"Mimi",2019,"w"
"Mimi",2014,"w"
"Mimi",2019,"w"
"Mimi",2020,"w"
"Mimi",2015,"w"
"Mimi",2012,"w"
"Mimi",2015,"w"
"Mimi",2013,"w"
"Mimi",2006,"w"
"Mimi",2009,"w"
"Mimi",2017,"w"
"Mimi",2018,"w"
"Mimi",2017,"w"
"Mimi",2010,"w"
"Mimi-Coco",2020,"w"
"Mimica",2011,"w"
"Mimo",2010,"m"
"Mimu",2019,"m"
"Mina",2016,"w"
"Mina",2017,"w"
"Mina",2010,"w"
"Mina",2016,"w"
"Mina",2007,"w"
"Mina",2020,"w"
"Mina (Sina)",2010,"w"
"Minca (Leila)",2015,"w"
"Mineo",2011,"m"
"Mingo",2016,"m"
"Mini",2009,"w"
"Mini",2004,"m"
"Mini (Rhonda)",2005,"w"
"Minik",2018,"w"
"Minnie",2020,"w"
"Minnie",2009,"w"
"Minnie",2020,"w"
"Minnie",2020,"w"
"Minnie",2016,"w"
"Minnie of Maryon's Home",2018,"w"
"Minny Diamund",2016,"m"
"Minos",2019,"m"
"Minou",2018,"w"
"Minu",2011,"m"
"Minu",2012,"m"
"Minu-Filu",2007,"m"
"Minusch",2010,"w"
"Minza",2017,"w"
"Mio",2016,"m"
"Mira",2012,"w"
"Mira",2019,"w"
"Mira",2005,"w"
"Mira",2019,"w"
"Mira",2014,"w"
"Mira",2019,"w"
"Mira",2016,"w"
"Mira (Faby)",2017,"w"
"Mira (Griccia)",2012,"w"
"Mira-Bella",2006,"w"
"Miranda",2011,"w"
"Mirco",2019,"m"
"Mireyna",2015,"w"
"Mirko",2020,"m"
"Mirkwood Paddy",2010,"m"
"Miro",2020,"m"
"Miro",2009,"m"
"Miro",2006,"m"
"Miro",2014,"m"
"Miro",2015,"m"
"Miro",2009,"m"
"Miro",2011,"m"
"Miro",2012,"m"
"Miro",2013,"m"
"Miro",2020,"m"
"Miro (Junior Staff Chief)",2018,"m"
"Miro (Willy)",2011,"m"
"Mirza",2012,"w"
"Mischa",2008,"m"
"Mischa",2010,"w"
"Mischka",2015,"w"
"Mischka (Benny)",2017,"m"
"Misha",2017,"m"
"Misha",2019,"w"
"Misha The Rocket",2020,"m"
"Mishek",2015,"m"
"Mishka",2011,"w"
"Misi",2008,"w"
"Misia",2018,"w"
"Misko",2019,"m"
"Misky",2007,"w"
"Miss Kika",2016,"w"
"Miss Moneypenny",2019,"w"
"Miss Moneypenny",2012,"w"
"Miss Piggy",2015,"w"
"Miss Puzzle",2020,"w"
"Miss c (Carmen)",2007,"w"
"Miss vom Chrysanthemensee",2006,"w"
"Missy",2011,"w"
"Missy",2010,"w"
"Mister Mini",2013,"m"
"Mister Woody Sherwood",2017,"m"
"Misto",2015,"m"
"Misza",2010,"m"
"Miu-Miu",2010,"w"
"Mix (Bastian von Asowe)",2019,"m"
"Miyo",2019,"m"
"Miyuri",2020,"m"
"Mo",2017,"w"
"Mo",2009,"m"
"Mo",2011,"m"
"Mocca",2006,"w"
"Mocca",2020,"m"
"Mocca",2019,"w"
"Mocca",2019,"w"
"Mocca",2010,"m"
"Mocca",2010,"w"
"Mocca",2010,"w"
"Mocca (Kim)",2019,"w"
"Mocca (Maude)",2011,"w"
"Mocca Woman Hazel",2014,"w"
"Mocha",2015,"w"
"Mocha",2017,"w"
"Mochi",2016,"m"
"Mochi",2016,"m"
"Mochi",2018,"w"
"Mockha",2018,"w"
"Moe",2018,"m"
"Moet",2009,"m"
"Moggi",2017,"m"
"Mogli",2020,"m"
"Mogli",2014,"m"
"Mogli",2020,"m"
"Moglia",2010,"w"
"Mohli",2014,"m"
"Moira",2013,"w"
"Moises",2010,"m"
"Moisha",2005,"w"
"Moja",2005,"w"
"Mojito",2008,"m"
"Mojo",2019,"m"
"Mojo",2020,"m"
"Mojo",2013,"m"
"Moka",2018,"m"
"Moka",2020,"w"
"Mokka (Brenda)",2017,"w"
"Moli",2011,"w"
"Molli",2008,"w"
"Molly",2018,"w"
"Molly",2017,"w"
"Molly",2010,"w"
"Molly",2016,"w"
"Molly",2009,"w"
"Molly",2008,"w"
"Molly",2012,"w"
"Molly",2011,"w"
"Molly",2012,"w"
"Molly",2020,"w"
"Molly",2020,"w"
"Molly",2020,"w"
"Molly",2016,"w"
"Molly",2020,"w"
"Molly",2020,"w"
"Molly",2020,"w"
"Molly",2019,"w"
"Molly",2018,"w"
"Molly (Brandy)",2016,"w"
"Molly (HETY of Blue Diamond)",2010,"w"
"Molly (Quinta Beata)",2010,"w"
"Molly (Rendja)",2012,"w"
"Moly",2010,"w"
"Momo",2014,"w"
"Momo",2015,"m"
"Momo",2019,"w"
"Momo",2009,"m"
"Momo",2010,"m"
"Momo",2016,"m"
"Momo",2009,"w"
"Momo",2020,"m"
"Momo",2009,"m"
"Momo",2020,"m"
"Momo",2019,"m"
"Momo",2013,"w"
"Momo von Triesenberg",2020,"m"
"Momos Maxim of Aluschta",2015,"m"
"Mona",2012,"w"
"Mona",2020,"w"
"Mona",2019,"w"
"Mona Lisa",2010,"w"
"Mona Lisa",2020,"w"
"Mona Lisa",2008,"w"
"Mondi",2007,"m"
"Moni",2007,"w"
"Mont",2013,"m"
"Montgomery (Djeki)",2018,"m"
"Monthy",2012,"m"
"Monti",2020,"m"
"Monti",2014,"m"
"Monty",2019,"m"
"Monty",2019,"m"
"Monty",2020,"m"
"Monty (Amadeus)",2017,"m"
"Moo",2017,"w"
"Mooch",2013,"m"
"Moogli",2013,"m"
"Moonlightsrainbow's Golden Mel",2015,"w"
"Moose",2018,"w"
"Mora",2018,"w"
"Mora",2008,"w"
"Morena",2014,"w"
"Moreno",2020,"m"
"Morgan",2012,"w"
"Moria",2009,"w"
"Moritz",2017,"m"
"Morizan",2011,"m"
"Morpheus",2014,"m"
"Morris",2020,"m"
"Morris (Basco)",2008,"m"
"Morti",2006,"m"
"Mortimer",2016,"m"
"Moshe",2016,"m"
"Mosko",2016,"m"
"Mowgli",2008,"m"
"Mowgli",2020,"m"
"Mowgli",2019,"w"
"Mowgli",2015,"m"
"Moxie",2019,"w"
"Moya",2013,"w"
"Moya",2013,"w"
"Moya",2003,"w"
"Moyo (Simba Malaika)",2017,"m"
"Moyra",2013,"w"
"Mozart",2012,"m"
"Mr. Blue",2015,"m"
"MrClooney",2014,"m"
"Mrki",2014,"m"
"Mu",2014,"m"
"Mubba (Tucker)",2016,"m"
"Muci",2019,"m"
"Muck",2013,"m"
"Muffin",2010,"w"
"Muffin",2014,"w"
"Muffin",2012,"w"
"Muffin",2017,"m"
"Muffin",2010,"m"
"Muffin (Booba)",2016,"m"
"Muffin (Escobar)",2009,"m"
"Muhlifain Blues Dance all Nigh",2020,"w"
"Mui Mui",2014,"w"
"Muma",2011,"w"
"Mumbo",2010,"m"
"Muna",2014,"w"
"Munchy",2014,"m"
"Muneca",2008,"w"
"Murphy",2010,"m"
"Murphy",2019,"m"
"Murphy",2017,"m"
"Murphy",2017,"m"
"Murphy",2014,"m"
"Murphy",2020,"m"
"Murphy",2018,"m"
"Murphy (Primus Stubborn Fellow",2017,"m"
"Muscat",2020,"m"
"Muschus",2009,"m"
"My little Dream",2011,"w"
"MyLo",2019,"m"
"Mya",2020,"w"
"Mya",2008,"w"
"Mycroft",2020,"m"
"Myka",2016,"w"
"Mylo",2012,"m"
"Mylo",2015,"m"
"Mylo",2010,"m"
"Mylo",2013,"m"
"Myra (Bora Gletscherhöhle)",2018,"w"
"Mystic Eyes Blue River",2019,"m"
"Mädi (Skyla)",2017,"w"
"Märzli",2020,"w"
"Mäx",2017,"m"
"Mäx",2003,"m"
"Mäx Balu (Cookie)",2012,"m"
"Mäxin",2007,"w"
"Mäxli",2012,"m"
"Möhrli",2007,"w"
"Mü",2019,"w"
"Müzli",2012,"w"
"N'June du Val de Pyrène",2017,"w"
"N-Toni",2018,"m"
"N.N.",2009,"m"
"Naala",2020,"w"
"Naboo",2020,"m"
"Nabucco",2010,"m"
"Nacho",2020,"m"
"Nacho",2018,"m"
"Nacho Stelvio von Kopfrein",2018,"m"
"Nadis (Pantheon)",2019,"m"
"Nael",2012,"m"
"Naga",2020,"w"
"Nahla Lucy",2011,"w"
"Naila (Boncuk)",2016,"w"
"Nala",2020,"w"
"Nala",2020,"w"
"Nala",2014,"w"
"Nala",2019,"w"
"Nala",2020,"w"
"Nala",2020,"w"
"Nala",2020,"w"
"Nala",2019,"w"
"Nala",2020,"w"
"Nala",2016,"w"
"Nala",2017,"w"
"Nala",2018,"w"
"Nala",2020,"w"
"Nala",2020,"w"
"Nala",2020,"w"
"Nala",2008,"w"
"Nala",2007,"w"
"Nala",2015,"w"
"Nala",2010,"w"
"Nala",2015,"w"
"Nala",2012,"w"
"Nala",2017,"w"
"Nala",2014,"w"
"Nala",2014,"w"
"Nala",2009,"w"
"Nala",2016,"w"
"Nala",2016,"w"
"Nala",2019,"w"
"Nala",2019,"w"
"Nala",2018,"w"
"Nala",2014,"w"
"Nala",2019,"w"
"Nala (Beatrice)",2019,"w"
"Nala (Morelka)",2012,"w"
"Nala (Silverbarn's Ronja)",2009,"w"
"Nala-Debbie",2015,"w"
"Namaris",2019,"m"
"Namur dils pasturs da Gianal",2017,"m"
"Nana",2018,"w"
"Nana",2013,"w"
"Nana",2013,"w"
"Nancy",2016,"w"
"Nandi Duan Gong",2016,"m"
"Nani (Mami)",2005,"w"
"Nanny",2011,"w"
"Nano",2015,"m"
"Nano (Stitch)",2016,"m"
"Nanook",2014,"m"
"Nanook (Timi vom Engelacher)",2009,"m"
"Nany",2014,"w"
"Nany",2011,"w"
"Naola",2011,"w"
"Naomi von Anubis",2017,"w"
"Nara",2013,"w"
"Nara",2020,"w"
"Nardo",2018,"m"
"Narkos",2017,"m"
"Naru",2019,"w"
"Narvi",2016,"m"
"Narvick du domaine de Sainte M",2017,"m"
"Nash (Kingston)",2010,"m"
"Nastja",2013,"w"
"Nathan (Glen)",2008,"m"
"Nava vom Bärehüsli",2016,"w"
"Naveen",2017,"m"
"Navy",2020,"m"
"Naya",2017,"w"
"Nayeli",2012,"w"
"Nayla",2010,"w"
"Nayla",2019,"w"
"Nayla",2013,"w"
"Nayla",2020,"w"
"Nayla",2020,"w"
"Neco",2014,"m"
"Neco",2007,"m"
"Neevah",2009,"w"
"Neferta",2015,"w"
"Nefertiti",2009,"w"
"Negra",2007,"w"
"Negri",2014,"w"
"Negrita",2009,"w"
"Nela",2010,"w"
"Nela",2015,"w"
"Nela",2015,"w"
"Nela",2014,"w"
"Nele",2019,"w"
"Nele",2017,"w"
"Nele (Copfos)",2003,"w"
"Nella (vom Tobelhof)",2020,"w"
"Nelli",2013,"w"
"Nellie (Jersey)",2016,"w"
"Nelly",2015,"w"
"Nelly",2008,"w"
"Nelo of Border Country",2020,"m"
"Nelson",2014,"m"
"Nelson",2011,"m"
"Nelson",2006,"m"
"Nelson",2009,"m"
"Nelson",2017,"m"
"Nelson",2012,"m"
"Nemesis von der Mimose",2017,"w"
"Nemo",2015,"m"
"Nemo",2009,"m"
"Nemo",2020,"m"
"Nemo",2014,"m"
"Nemo",2016,"m"
"Nemo (Quemo)",2018,"m"
"Nena",2010,"w"
"Nena",2017,"w"
"Nena vom Stapferstein",2017,"w"
"Neo",2014,"m"
"Neo",2005,"m"
"Neo",2009,"m"
"Neo",2019,"m"
"Neo",2018,"m"
"Neo",2020,"m"
"Neo",2017,"m"
"Neo",2008,"m"
"Neo",2018,"m"
"Neo",2016,"m"
"Neo",2016,"m"
"Neo",2015,"m"
"Neo",2015,"m"
"Neo",2013,"m"
"Neomie",2020,"w"
"Nera",2011,"w"
"Nera",2017,"w"
"Nera (Nancy)",2014,"w"
"Nerea Blackpearl",2016,"w"
"Nerina",2013,"w"
"Nerina",2011,"w"
"Nerina",2020,"w"
"Nerina",2008,"w"
"Nerino",2019,"m"
"Neris",2006,"w"
"Nero",2017,"m"
"Nero",2018,"m"
"Nero",2016,"m"
"Nero",2015,"m"
"Nero",2020,"m"
"Nero",2007,"m"
"Nero",2007,"m"
"Nero",2012,"m"
"Nero",2008,"m"
"Nero",2016,"m"
"Nero",2013,"m"
"Nero",2017,"m"
"Nero",2016,"m"
"Nero (Bodo)",2015,"m"
"Nerova",2017,"w"
"Nesca",2018,"w"
"Nessie",2020,"w"
"Neva",2020,"w"
"Nevada von der Mimose",2017,"m"
"Neve",2018,"w"
"Neve",2018,"w"
"Neve",2018,"m"
"Nevi",2020,"w"
"Nevio v.d. Fuchsweid",2009,"m"
"New King Cristallo Lord",2017,"m"
"Newton",2008,"m"
"Newton",2015,"m"
"Newton",2017,"m"
"Neyla",2020,"w"
"Nezek",2008,"m"
"Nica",2006,"w"
"Nica",2009,"w"
"Nica  (Unica)",2007,"w"
"Nice",2009,"w"
"Nick",2008,"m"
"Nick Prinz von Morgentau",2017,"m"
"Nicki",2006,"m"
"Nicky",2017,"w"
"Nicky",2018,"w"
"Nico",2019,"m"
"Nico",2020,"m"
"Nico",2018,"m"
"Nico",2017,"m"
"Nico",2016,"m"
"Nico",2006,"m"
"Nico",2010,"m"
"Nico",2014,"m"
"Nico",2006,"m"
"Nico",2007,"m"
"Nicolai",2013,"m"
"Niebla",2020,"w"
"Niebla",2012,"w"
"Niebla",2009,"w"
"Nieye",2009,"w"
"Nifty Kya",2017,"w"
"Nika",2018,"w"
"Nika",2016,"w"
"Nikan",2013,"m"
"Niki",2007,"m"
"Niki",2008,"m"
"Niki",2005,"m"
"Niki",2012,"m"
"Niki",2015,"m"
"Niki",2018,"m"
"Niki",2016,"m"
"Niki (Oesti)",2006,"w"
"Nikita",2014,"w"
"Nikita",2018,"w"
"Nikita",2012,"w"
"Nikita",2016,"w"
"Nikita",2020,"m"
"Nikita (Paulinchen)",2020,"w"
"Nikki",2006,"w"
"Nikki",2020,"m"
"Nikko",2009,"m"
"Niko",2010,"m"
"Niko",2013,"m"
"Niko",2020,"m"
"Niko",2008,"m"
"Nikolas",2013,"m"
"Nikq",2020,"m"
"Nil",2011,"w"
"Nila",2008,"w"
"Nila",2011,"w"
"Nilo",2006,"m"
"Niloh (Speedy)",2016,"m"
"Nils",2016,"m"
"Nilson",2007,"m"
"Nima",2017,"w"
"Nima Nobel von Milpurrur",2016,"w"
"Nimbu",2017,"m"
"Nimo Buba v. Alten",2013,"m"
"Nina",2011,"w"
"Nina",1997,"w"
"Nina",2014,"w"
"Nina",2012,"w"
"Nina",2017,"w"
"Nina",2014,"w"
"Nina",2014,"w"
"Nina",2012,"w"
"Nina",2014,"w"
"Nina",2009,"w"
"Nina",2017,"w"
"Nina",2020,"w"
"Nina",2020,"w"
"Nina",2006,"w"
"Nina",2009,"w"
"Nina",2008,"w"
"Nina",2011,"w"
"Nina",2009,"w"
"Nina",2011,"w"
"Nina",2009,"w"
"Nina",2014,"w"
"Nina",2020,"w"
"Nina",2019,"w"
"Nina",2014,"w"
"Nina-Sina",2013,"w"
"Nini",2012,"w"
"Ninija",2008,"w"
"Ninja",2017,"w"
"Ninja",2018,"m"
"Ninja",2009,"w"
"Nino",2012,"m"
"Nino",2011,"m"
"Nino",2017,"m"
"Nino",2013,"m"
"Nino Sharif",2009,"m"
"Ninu",2010,"m"
"Niou",2020,"m"
"Nisha",2020,"w"
"Nisha",2013,"w"
"Nisha (Nitta Ofpretty Devil)",2007,"w"
"Nit",2013,"m"
"Nita",2016,"w"
"Niya",2007,"m"
"Nizza",2010,"w"
"Niña",2012,"w"
"No Limit",2019,"m"
"Noa",2009,"w"
"Noa",2020,"w"
"Noah",2017,"m"
"Noah",2013,"m"
"Noah Arc",2020,"m"
"Noah Hameau Jouas",2017,"m"
"Nobu (Tsukikagesou Eyuki)",2020,"m"
"Noelle",2006,"w"
"Noelle",2013,"w"
"Noemi",2014,"w"
"Noira",2009,"w"
"Noisy",2010,"w"
"Noita",2018,"w"
"Noizy",2011,"m"
"Nola",2014,"w"
"Nola",2019,"w"
"Nola",2018,"w"
"Nola",2018,"w"
"Nolan",2019,"m"
"Nolan",2018,"m"
"Nolan",2010,"m"
"Nomad Du Chateau Royal",2020,"m"
"Noobie (Ofari)",2016,"m"
"Noodle (Frida) aus d. Farbtopf",2016,"w"
"Nooga",2009,"w"
"Nora",2013,"w"
"Nora",2011,"w"
"Nora (Eleonora vom Zwärgehüsli",2008,"w"
"Nora von der Winteregg",2020,"w"
"Norik (Amani Amar)",2013,"m"
"Norma vom Hause Globi",2020,"w"
"Norris",2007,"m"
"Norton",2018,"m"
"Nougat (Rocko)",2010,"m"
"Nour",2017,"w"
"Nova",2005,"w"
"Nova Blue",2017,"w"
"Novally",2009,"w"
"Nox",2016,"m"
"Noé",2013,"w"
"Nualan",2009,"m"
"Nube",2014,"w"
"Nubia",2014,"w"
"Nubia",2005,"w"
"Nubia Thaliya",2010,"w"
"Nucky",2011,"m"
"Nugat",2019,"m"
